Bit_depth_1,Bit_depth_2,Bit_depth_Overall,streams.stream.0.channels,streams.stream.0.codec_name,Correlation,Crest_factor_1,Crest_factor_2,DC_offset_1,DC_offset_2,DC_offset_Overall,format.duration,Dynamic_range_1,Dynamic_range_2,filename,Flat_factor_1,Flat_factor_2,Flat_factor_Overall,Max_difference_1,Max_difference_2,Max_difference_Overall,Max_level_1,Max_level_2,Max_level_Overall,Mean_difference_1,Mean_difference_2,Mean_difference_Overall,Min_difference_1,Min_difference_2,Min_difference_Overall,Min_level_1,Min_level_2,Min_level_Overall,Noise_floor_dB_1,Noise_floor_dB_2,Noise_floor_dB_Overall,Noise_floor_count_1,Noise_floor_count_2,Noise_floor_count_Overall,Number_of_samples_Overall,Peak_count_1,Peak_count_2,Peak_count_Overall,Peak_level_dB_1,Peak_level_dB_2,Peak_level_dB_Overall,RMS_difference_1,RMS_difference_2,RMS_difference_Overall,RMS_level_dB_1,RMS_level_dB_2,RMS_level_dB_Overall,RMS_level channel offset,RMS_peak_dB_1,RMS_peak_dB_2,RMS_peak_dB_Overall,RMS_trough_dB_1,RMS_trough_dB_2,RMS_trough_dB_Overall,streams.stream.0.sample_rate,Zero_crossings_1,Zero_crossings_2,Zero_crossings_rate_1,Zero_crossings_rate_2,bwfmetaedit
24/24,24/24,24/24,2,pcm_s24le,0.383572,9.939505,9.855520,0.000011,0.000011,0.000011,15.683740,134.608435,132.570386,2020_FADGI_CUE_SAMPLE_0001.wav,0.000000,0.000000,0.000000,34666752.000000,31449088.000000,34666752.000000,586894336.000000,499642112.000000,586894336.000000,674518.602533,714846.868254,694682.735393,0.000000,0.000000,0.000000,-688068608.000000,-544163328.000000,-688068608.000000,-inf,-inf,-inf,72335,74437,73386.000000,1505639,2,2,2.000000,-9.885962,-11.924012,-9.885962,1512747.851616,1385569.592215,1450553.197480,-29.833257,-31.797603,-30.705303,1.964346,-18.103345,-19.104360,-18.103345,-156.776916,-158.870255,-158.870255,96000,18633,44109,0.012375,0.029296,+
